Field=#~Integer~#~50|Field=Comment~String~Comment~222|Field=Description~String~Description~163|Field=Designator~String~Designator~121|Field=Footprint~String~Footprint~23|Field=Manufacturer~String~Manufacturer~39|Field=Package / Case~String~Package / Case~20|Field=Packaging~String~Packaging~20|Field=PartNumber~String~PartNumber~20|Field=Quantity~Integer~Quantity~20|Field=Description 1~String~Description 1~29|Field=DocumentName~String~DocumentName~100|Field=PackageDescription~String~PackageDescription~100|Field=ComponentLink1URL~String~ComponentLink1URL~100|Field=ComponentLink2URL~String~ComponentLink2URL~100|Field=ComponentLink4Description~String~ComponentLink4Description~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LM-003.PrjPcb|ReportField=ProjectFullPath~C:\Users\zls\Desktop\Land_Meter_PCB\LM-003\LM-003.PrjPcb|ReportField=Title~Bill of Materials For Project [LM-003.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~177|ReportField=ReportTime~10:09:20 AM|ReportField=ReportDate~7/7/2017|ReportField=ReportDateTime~7/7/2017 10:09:20 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~7/7/2017|ReportField=CurrentTime~10:08:36 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\zls\Desktop\Land_Meter_PCB\LM-003\ADC.SchDoc|ReportField=DocumentName~ADC.SchDoc|ReportField=DocumentNumber~LM-003|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~7/7/2017|ReportField=Organization~|ReportField=ProjectName~LM-003.PrjPcb|ReportField=Revision~3.0|ReportField=Rule~|ReportField=SheetNumber~3|ReportField=SheetTotal~11|ReportField=Time~|ReportField=Title~ADC|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~LM-003.PrjPcb|ReportField=DataSourceFullPath~C:\Users\zls\Desktop\Land_Meter_PCB\LM-003\LM-003.PrjPcb|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|CAP CER 6.8UF 50V X5R 1206|CAP CER 6.8UF 50V X5R 1206|C11, C12|CAPC1210(3225)100_L|TDK Corporation|1206 (3216 Metric)|Digi-Reel®||2||Power.SchDoc||https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf||
12|CAP CER 470PF 3KV X7R 1812|CAP CER 470PF 3KV X7R 1812|C13, C15, C19|CAPC1812(4532)230_M|Kemet||Tape and Reel||3||Power.SchDoc||http://www.kemet.com/docfinder?Partnumber=C1812C471KHRACTU||
13|DNP|CAP CER 470PF 3KV X7R 1812|C14|CAPC1812(4532)230_M|Kemet||Tape and Reel||1||Power.SchDoc||http://www.kemet.com/docfinder?Partnumber=C1812C471KHRACTU||
14|CAP CER 1UF 50V X7R 1210|CAP CER 1UF 50V X7R 1210|C16|CAPC1210(3225)100_L|Murata Electronics North America|1210 (3225 Metric)|Digi-Reel®||1||Power.SchDoc||http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32RR71H105KA01-01.pdf||
15|CAP CER 10000PF 25V X7R 0805|CAP CER 10000PF 25V X7R 0805|C17|CAPC0805(2012)145_N|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||1||Power.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
16|CAP CER 10UF 10V X7R 0805|CAP CER 10UF 10V X7R 0805|C18|CAPC0805(2012)145_N|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||1||Power.SchDoc||http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM21BR71A106KE22-01.pdf||
17|CAP 100nF 25V 0805(2012)|CAP 100nF 25V -20% to +80% 0805 (2012 Metric) Thickness 1mm SMD|C20, C25, C33, C47|CAPC0805(2012)100_N|Murata Electronics North America|0805 (2012 Metric)|Cut Tape (CT)||4||FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, Real Time Clock.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
18|CAP CER 0.47UF 25V X7R 0805|CAP CER 0.47UF 25V X7R 0805|C21|CAPC0805(2012)145_N|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
19|CAP CER 0.1UF 16V X7R 0805|CAP CER 0.1UF 16V X7R 0805|C22, C40, C42, C43, C48|CAPC0805(2012)145_N|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||5||FeedbackLoop.SchDoc, ADC.SchDoc, ADC.SchDoc, ADC.SchDoc, Power Monitor.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
20|CAP CER 0.1UF 25V X7R 0805|CAP CER 0.1UF 25V X7R 0805|C23, C26, C28, C29, C34, C36, C37, C38, C39, C44, C45|CAPC0805(2012)145_N|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||11||FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, ADC.SchDoc, ADC.SchDoc, ADC.SchDoc, ADC.SchDoc, Power Monitor.SchDoc, Power Monitor.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
21|CAP CER 10PF 200V C0G/NP0 0805|CAP CER 10PF 200V C0G/NP0 0805|C24|CAPC0805(2012)145_N|Murata Electronics North America|0805 (2012 Metric)|Cut Tape (CT)||1||FeedbackLoop.SchDoc||http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21A5C2D100JW01-01.pdf||
22|Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.01uF 50volts 10% X7R|Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.01uF 50volts 10% X7R|C27, C35|CAPC0805(2012)145_N|Kemet||Tape and Reel||2||FeedbackLoop.SchDoc||https://datasheet.ciiva.com/22700/1693454-22700519.pdf|https://datasheet.ciiva.com/7842/1693454-7842175.pdf|
23|CAP CER 1UF 25V X7R 0805|CAP CER 1UF 25V X7R 0805|C30, C31|CAPC0805(2012)155_L|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||2||FeedbackLoop.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
24|CAP CER 0.1UF 25V X7R 0805|CAP CER 0.1UF 25V X7R 0805|C32|CAPC0805(2012)155_L|Murata Electronics North America|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
25|CAP 1uF 25V 0805(2012)|CAP 1uF 25V ±10% 0805 (2012 Metric) Thickness 1mm SMD|C46|CAPC0805(2012)100_M|Murata Electronics North America|0805 (2012 Metric)|Cut Tape (CT)||1||Real Time Clock.SchDoc||http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx||
26|DIODE GEN PURP 50V 6A DO214AB|DIODE GEN PURP 50V 6A DO214AB|D1|DO-214AB|Micro Commercial Co|DO-214AB, SMC|Cut Tape (CT)||1|DIODE GP 50V 6A MICRODE BUTTON|Power.SchDoc||http://www.onsemi.com/pub_link/Collateral/MR750-D.PDF|http://www.mccsemi.com/up_pdf/SMLJ60S05~SMLJ60S10(DO-214AB).pdf|
27|Lite-On LTST-S220KGKT Green LED, 571 nm 2012 (0805) Side View, Rectangle Lens SMD package|Lite-On LTST-S220KGKT Green LED, 571 nm 2012 (0805) Side View, Rectangle Lens SMD package|DS1, DS2|0805C_L|Vishay / Lite-On||Tape and Reel||2||Power.SchDoc||https://datasheet.ciiva.com/11775/0900766b80dc0b70-11775441.pdf|https://datasheet.ciiva.com/2110/s-110-ltst-s220kgkt-2110069.pdf|https://datasheet.ciiva.com/12400/100-ltst-s220kgkt-59602-12400886.pdf
28|Visible Name Value Type    False Description Lite-On LTST-S220KRKT Red LED, 631 nm 2012 (0805) Side View, Rectangle Lens SMD package STRING|Visible Name Value Type    False Description Lite-On LTST-S220KRKT Red LED, 631 nm 2012 (0805) Side View, Rectangle Lens SMD package STRING|DS3, DS4, DS5, DS6, DS7|0805C_L|Vishay / Lite-On||Tape and Reel||5||heater_control.SchDoc||https://datasheet.ciiva.com/2110/s-110-ltst-s220krkt-2110132.pdf|https://datasheet.ciiva.com/2110/s-110-ltst-s220krkt-2110133.pdf|https://datasheet.ciiva.com/12403/lite-on-ltst-s220krkt-187389-12403798.pdf
29|Blue LED|LED 468NM BLUE CLEAR 0603 SMD|DS8|KING-LED0603-25-GREEN_V||0603 (1608 Metric)|Cut Tape (CT)||1|LED 468NM BLUE CLEAR 0603 SMD|RS232.SchDoc||http://optoelectronics.liteon.com/upload/download/DS22-2000-230/S_110_LTST-C191TBKT.pdf||
30|Fuse holder|FUSE HOLDER BLADE 32V 15A PCB|F1|01530007Z|||||1|FUSE HOLDER BLADE 32V 15A PCB|Power.SchDoc||http://www.littelfuse.com/~/media/commercial-vehicle/datasheets/automotive-fuse-holders/mini/littelfuse_fuse-holders-mini-153-pc-datasheet.pdf||
31|FIXED IND 47UH 170MA 1.3 OHM SMD|FIXED IND 47UH 170MA 1.3 OHM SMD|L1|0402-A||1210 (3225 Metric)|Cut Tape (CT)||1|FIXED IND 47UH 170MA 1.3 OHM SMD|Power.SchDoc||http://search.murata.co.jp/Ceramy/image/img/PDF/ENG/L0075S0093LQH32C_23~33.pdf||
32|IPL1-105-01-F-S-RA-K|Header, 5-Pin, Right Angle|P1|IPL1-105-1|||Tube||1|.100 TERMINAL ASSEMBLY|Power.SchDoc||http://suddendocs.samtec.com/prints/ipl1-1xx-xx-xxx-s-xx-x-xx-mkt.pdf||
33|IPL1-104-01-L-S-RA-K|.100 TERMINAL ASSY|P2, P5, P8, P9, P10, P11|IPL1-104-01|||Tube||6|.100 TERMINAL ASSY|Power.SchDoc, Connectors.SchDoc, heater_control.SchDoc, heater_control.SchDoc, heater_control.SchDoc, heater_control.SchDoc||http://suddendocs.samtec.com/prints/ipl1-1xx-xx-xxx-s-xx-x-xx-mkt.pdf||
34|FTE-106-01-G-DV|Header, 6-Pin, Dual row|P3|FTSH-106-01|Samtec||Tube||1||Connectors.SchDoc||http://www.samtec.com/|http://www.samtec.com/technical-specifications/Default.aspx?SeriesMaster=FTE|http://www.samtec.com/ftppub/pdf/FTE_SM.PDF
35|Header 7|Header, 7-Pin|P4|HDR1X7|||||1||Connectors.SchDoc||||
36|IPL1-102-01-L-S-RA-K|CONN SHROUDED PWR HEADER 2POS|P6|IPL1-102-01|||Tube||1|CONN SHROUDED PWR HEADER 2POS|Connectors.SchDoc||http://suddendocs.samtec.com/prints/ipl1-1xx-xx-xxx-s-xx-x-xx-mkt.pdf||
37|IPL1-103-02-L-D-K|CONN SHROUDED PWR HEADER 3POS|P7|IPL1-103-01-D|||Tube||1|CONN SHROUDED PWR HEADER 3POS|heater_control.SchDoc||http://suddendocs.samtec.com/prints/ipl1-1xx-xx-xxx-d-xx-x-xx-mkt.pdf||
38|FSI-120-03-G-D-E-AB|1MM SINGLE ELEMENT INTERFACE|P12|FSI-120-03-G-D-E-AB|||Tube||1|1MM SINGLE ELEMENT INTERFACE|RS232.SchDoc||http://suddendocs.samtec.com/prints/fsi-1xx-03-x-d-x-xx-xx-mkt.pdf||
39|Header 100 mil (2.54 mm)|CABLE USB SERIAL 3.3V 2MM HEADER|P13|HDR1X6|||||1|CABLE USB SERIAL 3.3V 2MM HEADER|RS232.SchDoc||http://www.ftdichip.com/Support/Documents/DataSheets/Cables/DS_TTL-232R_CABLES.pdf||
40|Header 3|Header, 3-Pin|P14, P15|HDR1X3|||||2||Connectors.SchDoc||||
41|Header 3|Header, 3-Pin|P16, P17|TLW-103-01-G-S-RA|||||2||Connectors.SchDoc||||
42|LOW PROFILE .025" SQUARE STRIPS|LOW PROFILE .025" SQUARE STRIPS|P18|CES-102-01-L-S|Samtec Inc.||Bulk||1||FeedbackLoop.SchDoc||http://suddendocs.samtec.com/prints/ces-1xx-xx-x-s-xx-mkt.pdf||
43|NTD4804NT4G|Power MOSFET, 30 V, 117 A, Single N-Channel, 3-Pin DPAK, Pb-Free, Tape and Reel|Q1, Q2, Q3, Q4, Q5|ONSC-DPAK-3-369AA-01_V|On Semiconductor|||NTD4804NT4G|5||heater_control.SchDoc|3-Pin Flange Mount, Body 6.54 x 6.095 mm, Pitch 2.29 mm|http://www.onsemi.com/|http://www.onsemi.cn/pub_link/Collateral/NTD4804N-D.PDF|
44|RES SMD 0.0 OHM JUMPER 1/8W 0805|RES SMD 0.0 OHM JUMPER 1/8W 0805|R1, R8, R9, R16, R17, R20, R21, R24, R27, R28, R31, R33, R64|RESC0805(2012)_M|Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay Dale, Vishay|0805 (2012 Metric)|Cut Tape (CT), Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Digi-Reel®, Tape and Reel||13||Power.SchDoc, Power.SchDoc, Power.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, ADC.SchDoc, RS232.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, http://www.vishay.com/docs/20035/dcrcwe3.pdf, https://datasheet.ciiva.com/16883/dcrcwe3-16883622.pdf||
45|RES SMD 280K OHM 1% 1/8W 0805|RES SMD 280K OHM 1% 1/8W 0805|R2|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Tape & Reel (TR)||1||Power.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
46|RES SMD 10K OHM 1% 1/8W 0805|RES SMD 10K OHM 1% 1/8W 0805|R3, R4, R32|RESC0805(2012)_M|Vishay Dale, Yageo, Vishay Dale|0805 (2012 Metric)|Digi-Reel®, Cut Tape (CT), Digi-Reel®||3||Power.SchDoc, Power.SchDoc, ADC.SchDoc||http://www.vishay.com/docs/20008/dcrcw.pdf, http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_7.pdf, http://www.vishay.com/docs/20008/dcrcw.pdf||
47|300K 5% 0805(2012)|300K 0.125W 5% 0805 (2012 Metric)  SMD|R5|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Cut Tape (CT)||1||Power.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
48|RES SMD 4.7K OHM 1% 1/8W 0805|RES SMD 4.7K OHM 1% 1/8W 0805|R6|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||Power.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
49|RES SMD 100K OHM 1% 1/8W 0805|RES SMD 100K OHM 1% 1/8W 0805|R7|RESC0805(2012)_M|Vishay||Tape and Reel||1||Power.SchDoc||https://datasheet.ciiva.com/11809/0900766b80d98b26-11809057.pdf|https://datasheet.ciiva.com/7777/1697337-7777349.pdf|https://datasheet.ciiva.com/16754/70201119-16754822.pdf
50|RES SMD 300K OHM 1% 1/8W 0805|RES SMD 300K OHM 1% 1/8W 0805|R10|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
51|RES SMD 100K OHM 1% 1/2W 0805|RES SMD 100K OHM 1% 1/2W 0805|R11|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20043/crcwhpe3.pdf||
52|RES SMD 18.2K OHM 1% 1/8W 0805|RES SMD 18.2K OHM 1% 1/8W 0805|R12|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
53|RES SMD 511K OHM 1% 1/8W 0805|RES SMD 511K OHM 1% 1/8W 0805|R13|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
54|RES SMD 33K OHM 1% 1/2W 0805|RES SMD 33K OHM 1% 1/2W 0805|R14|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20043/crcwhpe3.pdf||
55|TBD||R15|VH102K|||||1||FeedbackLoop.SchDoc||||
56|RES SMD 3.9K OHM 5% 1/8W 0805|RES SMD 3.9K OHM 5% 1/8W 0805|R18, R26|RESC0805(2012)_N|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||2||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
57|RES SMD 7.5K OHM 1% 1/8W 0805|RES SMD 7.5K OHM 1% 1/8W 0805|R19, R25|RESC0805(2012)_N|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||2||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
58|DNP|RES SMD 0.0 OHM JUMPER 1/8W 0805, RES SMD 0.0 OHM JUMPER 1/8W 0805, RES SMD 1K OHM 1% 1/2W 0805|R22, R65, R67|RESC0805(2012)_M|Vishay Dale, Vishay, Vishay Dale|0805 (2012 Metric)|Digi-Reel®, Tape and Reel, Digi-Reel®||3||FeedbackLoop.SchDoc, RS232.SchDoc, RS232.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf, https://datasheet.ciiva.com/16883/dcrcwe3-16883622.pdf, http://www.vishay.com/docs/20043/crcwhpe3.pdf||
59|TRIMMER 5K OHM 0.25W PC PIN|TRIMMER 5K OHM 0.25W PC PIN|R23|Trimmer 2.54|Vishay Foil Resistors (Division of Vishay Precision Group)||Bulk||1||FeedbackLoop.SchDoc||http://www.vishaypg.com/docs/63053/1240.pdf||
60|RES SMD 1M OHM 1% 1/8W 0805|RES SMD 1M OHM 1% 1/8W 0805|R29, R30|RESC0805(2012)_N|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||2||FeedbackLoop.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
61|RES SMD 1K OHM 1% 1/8W 0805|RES SMD 1K OHM 1% 1/8W 0805|R34|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||ADC.SchDoc||http://www.vishay.com/docs/20008/dcrcw.pdf||
62|3K74 0.125W 1% 0805 (2012 Metric)  SMD|3K74 0.125W 1% 0805 (2012 Metric)  SMD|R35, R36|RESC0805(2012)_N|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||2||BBB Headers.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
63|6K98 1% 0805(2012)|6K98 0.125W 1% 0805 (2012 Metric)  SMD|R37, R39, R40, R41, R45, R48, R52|RESC0805(2012)_N|Vishay Dale|0805 (2012 Metric)|Cut Tape (CT)||7||Connectors.SchDoc, heater_control.SchDoc, heater_control.SchDoc, heater_control.SchDoc, heater_control.SchDoc, heater_control.SchDoc, heater_control.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
64|||R38, R42, R43, R44, R46, R47, R49, R50, R51, R53|RESC0805(2012)_L|Vishay Dale|0805 (2012 Metric)|Cut Tape (CT)||10||heater_control.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
65|RES SMD 10K OHM 1% 1/8W 0805|RES SMD 10K OHM 1% 1/8W 0805|R54, R56, R57, R60, R61|RESC0805(2012)_L|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||5||Power Monitor.SchDoc||http://www.vishay.com/docs/20008/dcrcw.pdf||
66|RES SMD 1K OHM 1% 1/8W 0805|RES SMD 1K OHM 1% 1/8W 0805|R55, R58, R59|RESC0805(2012)_L|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||3||Power Monitor.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
