Removed Pin From Net: NetName=+12 Pin=DS4-1
Change component parameters: Designator = "U14"; Footprint = "ICC_LQFP144_20X20_P050_SOCKET_YAMAICHI_IC149-144-145-B5_NM"; UniqueID = "\OUWECVDB\UIWQTVTY\IUDFBGBV"
Change component parameters (AddParameter): Name = "ECCN_US"; Value = "3A991A2"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Internal_Part_Number"; Value = "MCD-01403"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "STMICROELECTRONICS"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Manufacturer_Part_Number"; Value = "STM32H743ZIT6U"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Package"; Value = "LQFP144"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Part_Type"; Value = "IC"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Provided_By"; Value = "SUBCO with ST control"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Status"; Value = "Released"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "Value"; Value = "STM32H743ZIT6U"; VariantName = "H743ZI"
Change component parameters (AddParameter): Name = "BMS_Part_Number"; Value = "9175347"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://tunmcdsvn.tun.st.com/Component_Datasheet_Library/Trunk/IC/STM_STM32L552ZET6QU"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "ECCN_EU"; Value = "NEC"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "ECCN_US"; Value = "3A991A2"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Internal_Part_Number"; Value = "MCD-01349"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "STMICROELECTRONICS"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Manufacturer_Part_Number"; Value = "STM32H7A3ZIT6U"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Package"; Value = "LQFP144"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Part_Type"; Value = "IC"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Provided_By"; Value = "SUBCO with ST control"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Status"; Value = "Released"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "Value"; Value = "STM32H7A3ZIT6U"; VariantName = "H7A3ZI"
Change component parameters (AddParameter): Name = "BMS_Part_Number"; Value = "9175345"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://tunmcdsvn.tun.st.com/Component_Datasheet_Library/Trunk/IC/STM_STM32L552ZET6QU"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "ECCN_EU"; Value = "5A002A4"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "ECCN_US"; Value = "5A002A4"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Internal_Part_Number"; Value = "MCD-01764"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "STMICROELECTRONICS"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Manufacturer_Part_Number"; Value = "STM32H7B3ZIT6U"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Package"; Value = "LQFP144"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Part_Type"; Value = "IC"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Provided_By"; Value = "SUBCO with ST control"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Status"; Value = "Released"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "Value"; Value = "STM32H7B3ZIT6U"; VariantName = "H7B3ZI"
Change component parameters (AddParameter): Name = "BMS_Part_Number"; Value = "9175294 (cut 2.0)"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://tunmcdsvn.tun.st.com/Component_Datasheet_Library/Trunk/IC/STM_STM32L552ZET6QU"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "ECCN_EU"; Value = "5A002A4"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "ECCN_US"; Value = "5A992C"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Internal_Part_Number"; Value = "MCD-01404"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "STMICROELECTRONICS"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Manufacturer_Part_Number"; Value = "STM32H753ZIT6U"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Package"; Value = "LQFP144"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Part_Type"; Value = "IC"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Provided_By"; Value = "SUBCO with ST control"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Status"; Value = "Released"; VariantName = "H753ZI"
Change component parameters (AddParameter): Name = "Value"; Value = "STM32H753ZIT6U"; VariantName = "H753ZI"
Added Component: Designator=C43(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.053" (1.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C62(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.053" (1.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C63(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.053" (1.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C64(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.053" (1.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C65(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.053" (1.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C66(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.053" (1.35mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Rated"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C67(CAPC0805(2012)145_N)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.1µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM21BR71E104KA01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Digi-Reel®"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.2, 10=0.145, 100=0.0683, 500=0.04788, 1000=0.03964 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "891652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1673-6-ND"; VariantName = "[No Variations]"
